content,score,app,content_clean
mudah cepat tepat,5,shopeepay,mudah cepat tepat
Baik,5,shopeepay,baik
"woii minn, kenapa tiba-tiba saldoku habiss. padahal ngga di pake apa apa",1,shopeepay,tibatiba saldo habis pakai
𝐬𝐚𝐧𝐠𝐚𝐭 𝐦𝐞𝐦𝐛𝐚𝐧𝐭𝐮 𝐬𝐞𝐤𝐚𝐥𝐢 𝐝𝐚𝐧 𝐦𝐮𝐝𝐚𝐡 𝐝𝐢 𝐠𝐮𝐧𝐚𝐤𝐚𝐧,5,shopeepay,
nice belanja jadi murah,5,shopeepay,nice belanja jadi murah
sangat bermanfaat,5,shopeepay,sangat manfaat
bagus shopee,3,shopeepay,bagus shope
tidak bisa digunakan saldo numpuk,1,shopeepay,guna saldo numpuk
mantap,5,shopeepay,bagus
mantap..,5,shopeepay,bagus
good,5,shopeepay,good
mantap dan bagus,5,shopeepay,bagus bagus
bagus dan sangat bermanfaat,5,shopeepay,bagus sangat manfaat
disconnya ga main2 cuy,5,shopeepay,disconnya main
luar biasa,5,shopeepay,luar biasa
membohongi konsumen,1,shopeepay,bohong konsumen
Ok,5,shopeepay,
Mantap,5,shopeepay,bagus
rumit,5,shopeepay,rumit
bisa digunakan,5,shopeepay,guna
"cinta banget sama shopeepay, jangan berubah ya shopeepay",5,shopeepay,cinta banget sama jangan ubah
sangat membantu,5,shopeepay,sangat bantu
mantap...mantap sea bank,5,shopeepay,mantapmantap bank
"aplikasi nya bagus, banyak promo pulsa",5,shopeepay,bagus banyak promo pulsa
banyak buzzer jir😹😹,1,shopeepay,banyak buzzer
sangat cocok untuk saya,5,shopeepay,sangat cocok
mantap pokoknya,5,shopeepay,bagus pokok
kenapa token yg 20rb dan 25rb dalam perbaikan terus ya?,3,shopeepay,token baik terus
"jangan pernah beli di shopee, seringkali pengiriman nya lama melewati batas estimasi terus.",1,shopeepay,jangan pernah beli shope seringkali kirim lama lewat batas estimasi terus
baik,5,shopeepay,baik
"sebagai partner shope kami sangat tidak nyaman dengan ada nya penalti- penalti nggak jelas, jika memang makanan kurang memuaskan biarkan saja pelanggan yang menilai, tidak perlu ada penalti lalu di tangguhkan resto nya,shope mau nya menang sendiri jika ada promo2 langsung di ikut sertakan tanda ada pemberitahuan.",1,shopeepay,partner shope sangat aman penalti penalti jelas memang makan kurang puas biar langgan nilai perlu penalti tangguh resto nyashope menang sendiri promo cepat ikut serta tanda berita
cepatdan murah,5,shopeepay,cepatdan murah
ok sangat membantu,5,shopeepay,sangat bantu
gud,5,shopeepay,
limit nya malah turun,3,shopeepay,limit malah turun
yareu,5,shopeepay,yareu
aplikasi aneh lah 225 ribu gw ilang gitu aja,1,shopeepay,aneh ribu hilang gitu
"mudah,aman,keren",5,shopeepay,mudahamankeren
good,5,shopeepay,good
ok,5,shopeepay,
Pembayaran akan lebih mudah dan tepat,5,shopeepay,bayar lebih mudah tepat
bagusss bangett,5,shopeepay,bagus banget
ribet banget malesss,1,shopeepay,rumit banget males
apk goblok gakbisa daftar,1,shopeepay,goblok gakbisa daftar
good,5,shopeepay,good
good,5,shopeepay,good
bagus banget,5,shopeepay,bagus banget
memudahkan transaksi,4,shopeepay,mudah transaksi
"Bagus dan sangat membantu, untuk pembayaran Spaylater saran saya bisa dibayar per 1 atau 2 item pesanan sebelum jatuh tempo. karena yang sekarang pembayaran masih digabungkan tidak bisa dibayar yang item yang dipilih. Untuk saat ini bintang 4 dulu. nanti kalau sudah bisa bayar per pesanan saya tambah lagi bintangnya. Terimakasih ⭐⭐⭐⭐",4,shopeepay,bagus sangat bantu bayar spaylater saran bayar item pesan jatuh tempo sekarang bayar gabung bayar item pilih bintang kalau bayar pesan tambah bintang terimakasih
shopeepay Prosesnya cepat tankqu,5,shopeepay,proses cepat tankqu
oklike sangat di anjurkn,4,shopeepay,oklike sangat anjurkn
Mantap,5,shopeepay,bagus
untuk transaksi midah aman cepat,5,shopeepay,transaksi midah aman cepat
baik,5,shopeepay,baik
overall goods,5,shopeepay,overal goods
transaksi mudah,5,shopeepay,transaksi mudah
"BALIKIN DUIT GUA 1,8 GUA GA BISA TRANSFER GA BISA TARIK TUNAI UDAH NUNGGU 4 HARI BLOM BISA JUGA UDAH SEMINGGU SKRNG BLOM BISA JUGA, UDAH VERIFIKASI UDAH FLUS TETEP GA BISA MALAH DI SURUH NUNGGU LAGI,😒",1,shopeepay,balikin uang transfer tarik tunai tunggu hari blom minggu sekarang blom verifikasi flus malah suruh tunggu
mudah dan aman,5,shopeepay,mudah aman
"transfer ke e-wallet lain harusnya bisa gratis tanpa batas, atau diperbanyak misal 300 kali atau 500 kali, ini hanya 120 kali saja.",3,shopeepay,transfer ewallet harus gratis batas banyak misal sering sering sering
rekomendasi buat seluruh WNI apk sempurna no minus,5,shopeepay,rekomendasi buat seluruh sempurna minus
sangat membantu 👍,5,shopeepay,sangat bantu
mantap,5,shopeepay,bagus
sangat membantu,5,shopeepay,sangat bantu
ok,3,shopeepay,
mantaf sangat puas,5,shopeepay,bagus sangat puas
"baru pakai,lumayan bagus",5,shopeepay,baru pakailumayan bagus
"ga bisa ajukan pinjaman udah bpr kali di tolak, pencahayaan nya bagus foto KTP juga ga burem tetep aja ga bisa ga niat ni aplikasi ga usah di install buat emosi",1,shopeepay,aju pinjam sering tolak cahaya bagus foto burem niat usah instal buat emosi
"Bagus, cepat tanpa hambatan",5,shopeepay,bagus cepat hambat
bagus semoga kedepannya tetap bagus,5,shopeepay,bagus moga depan tetap bagus
"saya kasih 2 dulu,, krn ini sering gangguan dan tiap hari pembaharuan,, setiap org mau beli token gak pernah bisa, dlm perbaikan terus..",2,shopeepay,kasih sering ganggu tiap hari baharu beli token pernah baik terus
sangat senang pakai shopee...,5,shopeepay,sangat senang pakai shope
okke,5,shopeepay,okke
"giendeng shopee pajak bagi penjual jadi 22% mencekik syekali, sangat amat membagongkan",1,shopeepay,giendeng shope pajak jual jadi cekik syekali sangat bagong
recommended,5,shopeepay,recommended
mantap,5,shopeepay,bagus
keren,5,shopeepay,keren
"keterangam biaya parkir sudah nggk d cantumkam, jadi driver sekrang slalu ada minta uang parkir, walaupun kdang kita tau tempat mitrafood nggk ad parkirnya...",4,shopeepay,rangam biaya parkir nggk cantumkam jadi driver sekrang slalu minta uang parkir walaupun kdang tempat mitrafood nggk parkir
kenapa harus vermuk terus sy kalo mau transaksi,5,shopeepay,buruk terus kalo transaksi
"mempermudah segala pembayaran, terima kasih sudah membantu.",5,shopeepay,mudah segala bayar terima kasih bantu
mantap,5,shopeepay,bagus
mantap,5,shopeepay,bagus
bagus,5,shopeepay,bagus
oke,5,shopeepay,
aplikasi sangat membantu,5,shopeepay,sangat bantu
-barang tidak sesuai yg di foto dan tidak fungsi -bisa saja di laporkan dengan dasar tindak penipuan,1,shopeepay,barang sesuai foto fungsi lapor dasar tindak tipu
mntabbb,4,shopeepay,mntab
sangat puas,5,shopeepay,sangat puas
the best e-wallet,5,shopeepay,best ewallet
sangat baik,5,shopeepay,sangat baik
"Seperti nya bagus,tapi saya blm mencoba,pokonya ok banget kapan2 pasti coba",5,shopeepay,bagustapi mencobapokonya banget kapan coba
mantap,5,shopeepay,bagus
"saldo saya berkurang setiap bulan Rp 35.520 oleh Google play, padahal saya tidak ada berlangganan apapun",1,shopeepay,saldo kurang bulan google play langgan apa
canggih. keren.,4,shopeepay,canggih keren
sangat bagus penjelasannya dan berkualitas,5,shopeepay,sangat bagus jelas kualitas
💜💜💜,5,shopeepay,
dengan shopee benlanja jadi Mudah,5,shopeepay,shope benlanja jadi mudah
mantap,5,shopeepay,bagus
transfer ke dana di proses terlalu lama,1,shopeepay,transfer proses terlalu lama
"parah sih ini....!! setelah melunasi tagihan spaylater, dan akan menggunakan spaylater lagi untuk scan QRIS malah tidak bisa 🤦🏿",2,shopeepay,parah lunas tagih spaylater spaylater scan qris malah
"dasar aplikasi busuk, mau login aja sulit, aplikasi sampah kau",1,shopeepay,dasar busuk login sulit sampah
mantap,5,shopeepay,bagus
aplikasi yg mulitupungsi dan keren,5,shopeepay,mulitupungsi keren
🥳🥳,5,shopeepay,
berguna untuk membantu saya... Terimakasih 🙏,5,shopeepay,guna bantu terimakasih
"Saya mitra driver shopee saya merasa di rugikan dengan sistem anda anda telah mengabil uang saya 57000 ribu drngan alasan ada pesanan masuk terus akjn saya kena poin pinalti 100. Karna barang tidak nyampai..padahal barang orderan tidak ada yg masuk ga ada laporan ada pesanan masuk tolong sebagai sitem anda kerja harus propesional saya dari kecil didik jujur sama orang tua sampai mondok ngaji sekarang saya di pitnah saya ga mengantar kan pesanan ke pelangan saya  merasa pitnah bener"" sm kalian",1,shopeepay,mitra driver shope rasa rugi sistem kabil uang ribu drngan alas pesan masuk terus akjn kena poin pinalti barang barang order masuk lapor pesan masuk sitem kerja propesional kecil didik jujur sama orang mondok ngaji sekarang pitnah antar pesan pelang rasa pitnah bener kalian
mantap dengan ini mudah bertransaksi,5,shopeepay,bagus mudah transaksi
terbaik gak pake nunggu2 lama TF uang.. jaya terus shopee utk UMKM indonesia,5,shopeepay,baik pakai tunggu lama uang jaya terus shope umkm indonesia
bagus sekali,5,shopeepay,bagus sekali
apk dompet digital terpercaya,5,shopeepay,dompet digital percaya
bagus,5,shopeepay,bagus
happy shop n pay,5,shopeepay,happy shop
ya bagus sekali,5,shopeepay,bagus sekali
proses pembayan cepat & transparan,5,shopeepay,proses pembayan cepat transparan
terbaik,5,shopeepay,baik
mantap dan sangat membantu,5,shopeepay,bagus sangat bantu
tolong dong min aplikasi shope merchant nya di pisah dari shope pay biar gampang min 🙏 trus biar pun kita keluar dari aplikasi tapi notifikasi tetap update dan ada suara notifikasi nominal nya,5,shopeepay,shope merchant pisah shope biar gampang biar keluar notifikasi tetap update suara notifikasi nominal
good job,5,shopeepay,good
makasih,5,shopeepay,makasih
shopeePay ini sgt membantu& memudahkan di saat ingin belanja tp kondisi Lom ad dana.mksh shopee pay...,5,shopeepay,bantu mudah belanja kondisi danamksh shope
bagus,5,shopeepay,bagus
"tolong di benahi untuk pengiriman paket reguler sama hemat ko,, ga jauh beda...datangnya..",3,shopeepay,benah kirim paket reguler sama hemat jauh bedadatangnya
layanan bagus,5,shopeepay,layan bagus
bisa digunakan untuk belanja,5,shopeepay,guna belanja
kemudahan dlm bertransaksi dimarket place lainnya,5,shopeepay,mudah transaksi dimarket place lain
mantap,5,shopeepay,bagus
bagus semua,5,shopeepay,bagus semua
tambahkan tiket KRL dong min😁🙏,5,shopeepay,tambah tiket
ko saldo sy bisa ilang Yach gmna cara Yach bisa ke Bali lagi,5,shopeepay,saldo hilang yach cara yach bal
paylater di vivo udah ga bisa ya?,3,shopeepay,paylater vivo
"ok, benar banyak sekali fitur yang dapat membantu mengingatkan dan juga mempermudah pembayaran tagihan"" penting, terima kasih Shopee pay, semoga selalu Jaya",5,shopeepay,benar banyak sekali fitur bantu ingat mudah bayar tagih penting terima kasih shope moga selalu jaya
aplikasi yg bagus....,5,shopeepay,bagus
👍👍👍,5,shopeepay,
blm prnah coba,5,shopeepay,prnah coba
sangat membantu trima kasih buat shopee pay,5,shopeepay,sangat bantu trima kasih buat shope
sangat membantu sekali,5,shopeepay,sangat bantu sekali
Apk sempurna di antara yang lain,5,shopeepay,sempurna
"limit belanja nya gak bisa di pakai lagi, sama pinjaman ny, kemaren telat karna tanggal gajian saya 10,jatuh tempo tanggal 1 , gimna gak telat",2,shopeepay,limit belanja pakai sama pinjam kemarin telat tanggal gaji jatuh tempo tanggal gimna telat
josjis pokok e,5,shopeepay,josjis pokok
saya kasih bintang 4 karna ada pajak padahal bayarnya qris 🥀,4,shopeepay,kasih bintang pajak bayar qris
sangat membantu,5,shopeepay,sangat bantu
Mantappp lahhh dpettt misiii,5,shopeepay,bagus dpet misi
bagus,5,shopeepay,bagus
pembayaran mudah dan cepat.,5,shopeepay,bayar mudah cepat
tolong perbaiki pas mau bayar listri pembayaran shopepay nggk bisa,4,shopeepay,baik bayar listri bayar nggk
cepat langsung sukses,5,shopeepay,cepat cepat sukses
so far is ok,5,shopeepay,
lebih mudah buat bayar bayaran..,5,shopeepay,lebih mudah buat bayar bayar
top,5,shopeepay,
Shopee Mantap,5,shopeepay,shope bagus
"worth it dengan harga terjangkau, programnya & internalnya lebih bekerja dgn oke, bebas iklan, bug, ataupun lelet, enak ketika dijalankan & mengakses smua menu2nya. Tapi di sayangkan sering ketika dipakai terkadang agak"" sulit membukanya pas saat koneksi lagi buruk / tidak stabil, terkadang loadingnya lambat banget dan cuma berputar-putar saja. mungkin cuma hal yang biasa terjadi di apps ini dan yang lain-lainnya sesuai pengalaman transaksi sukses, masukan untuk baiknya dibenahi segal",5,shopeepay,worth harga jangkau program internal lebih kerja bebas iklan atau lelet enak jalan akses smua menu sayang sering pakai kadang sulit buka koneksi buruk stabil kadang load lambat banget cuma putar mungkin cuma biasa jadi lainlainnya sesuai alam transaksi sukses masuk baik benah segal
Terima kasih,5,shopeepay,terima kasih
baik,5,shopeepay,baik
ok,5,shopeepay,
"filternya kok tidak ada kota adanya provinsi,,tidak seperti kemarin",3,shopeepay,filter kota ada provinsitidak kemarin
sangat membantu,5,shopeepay,sangat bantu
"Sangat mudah di pakai, banyak diskon2 dan promo2 ny juga. Mantapp",4,shopeepay,sangat mudah pakai banyak diskon promo bagus
mantaf,5,shopeepay,bagus
saya knpa ga bisa login ya di shopeepay dan ada tulisan karena alesan keamanan jadi tidak di izinkan untuk login shopeepay,2,shopeepay,knpa login tulis alesan aman jadi izin login
ok,5,shopeepay,
"mudah dan simple dlam penggunaannya, sangat bermanfaat",5,shopeepay,mudah simple dlam guna sangat manfaat
"bagus, terimakasih",5,shopeepay,bagus terimakasih
mantap,5,shopeepay,bagus
sangat membantu dan mudah,5,shopeepay,sangat bantu mudah
tolong dong supaya nama rekeningnya bisa diedit namanya biar gak bingung pilih no rek yang sering kita kirim,5,shopeepay,nama rekening edit nama biar bingung pilih sering kirim
"apkikasi keuangan yg paling buruk yg pernah ada. . . kendala transaksi pending tapi tidak ada tindakan, bahkan disuruh menunggu 2x24 jam",1,shopeepay,apkikasi uang paling buruk pernah kendala transaksi pending tindak bahkan suruh tunggu
good job,5,shopeepay,good
ok,5,shopeepay,
ok,5,shopeepay,
mantap,5,shopeepay,bagus
"Setiap meminta otp jaringan lambat, padahal sudah pakai data, terus ganti wifi, tetap saja gak bisa lanjut",5,shopeepay,minta jaring lambat pakai data terus ganti wifi tetap lanjut
mantaabb,5,shopeepay,mantaab
kendala buruk saat transfer dari shopeepay ke dana sangat lama,1,shopeepay,kendala buruk transfer sangat lama
good,5,shopeepay,good
"apalah org blum buat acc kok tba² waktu login ada tulisan apkh ini akun anda pdhl bukan,wktu dpncet buat akun baru wktu mau isi formulir mlh formulir di nonaktifkan apcb",1,shopeepay,apa blum buat waktu login tulis akun pdhl bukanwktu dpncet buat akun baru waktu formulir formulir nonaktif apcb
Harga belanja sangat mahal dan ongkirnya sangat tinggi... 👎👎,1,shopeepay,harga belanja sangat mahal ongkirnya sangat tinggi
Shopee memang keren,5,shopeepay,shope memang keren
shopeepay so very good for me I like so much,5,shopeepay,very good like much
saldo shopeepay saya yang sangat minim ditahan oleh pihak shopee karena saya transfer di jam traffic katanya lewat dari jam 2 malam -_- jumlah 150.000 sudah 3 hari belum ada perkembangan dan masih dalam pengecekan terus. hahahaha... aplikasi payah... nyusahin orang!!?,1,shopeepay,saldo sangat minim tahan pihak shope transfer traffic kata lewat malam jumlah hari kembang kece terus hahahaha payah nyusahin orang
"jujur aja risih, setiap transaksi hrs verifikasi wajah, maksa bgt lagi, tolong perbaiki dong, apk ini jadi ga nyaman di pake, jika terus seperti itu saya akan pindah ke aplikasi lain",1,shopeepay,jujur risih transaksi verifikasi wajah maksa banget baik jadi aman pakai terus pindah
buat pin nya agak ribet juga,5,shopeepay,buat rumit
terbaik,5,shopeepay,baik
buat transfer kok gagal gini?,1,shopeepay,buat transfer gagal gin
coba coba dulu,5,shopeepay,coba coba
jozz,5,shopeepay,
bgus,5,shopeepay,bagus
"hama, dibuat payment gabisa sama sekali kaya tbtb ngefreze, mana lagi pas butuh butuhnya.",1,shopeepay,hama buat payment sama sekali kaya tbtb ngefreze butuh butuh
"Luar biasa , sangat membantu , cepat , tepat dan emang kerenz",5,shopeepay,luar biasa sangat bantu cepat tepat memang kerenz
update terus tanggal 20 Desember updet tanggal 21 Desember update lagi,1,shopeepay,update terus tanggal desember updet tanggal desember update
mantap,5,shopeepay,bagus
mantap,5,shopeepay,bagus
dompet digital terbaik,5,shopeepay,dompet digital baik
"tidak bisa login, dan nomor hp saya hanya dipakai untuk 1 akun saja, kenapa bilangnya no hp saya sudah ad yg pakai untuk login akun?",1,shopeepay,login nomor pakai akun bilang pakai login akun
bagus sekali membantu,5,shopeepay,bagus sekali bantu
"Bagus dan praktis juga harga terjangkau,programnya & internalnya lebih bekerja dgn sip,bebas iklan,bug,ataupun lelet,cepatlah ketika dijalankan & mengakses smua menu2nya. Tapi di sayangkan sering ketika dipakai terkadang agak"" sulit membukanya pas saat koneksi lagi buruk / tidak stabil,terkadang loadingnya lambat banget dan cuma berputar-putar saja. mungkin cuma hal yang biasa terjadi di apps ini dan yang lain-lainnya sesuai pengalaman transaksi sukses,masukan tuk bagusnya dibenahi ya",5,shopeepay,bagus praktis harga terjangkauprogramnya internal lebih kerja sipbebas iklanbugataupun leletcepatlah jalan akses smua menu sayang sering pakai kadang sulit buka koneksi buruk stabil terkadang load lambat banget cuma putar mungkin cuma biasa jadi lainlainnya sesuai alam transaksi sukses masuk bagus benah
shopee mantap,5,shopeepay,shope bagus
ok,5,shopeepay,
bagus 👍,5,shopeepay,bagus
Sangat bagus,5,shopeepay,sangat bagus
sangatt puas,5,shopeepay,sangat puas
sangat bagus simpel,5,shopeepay,sangat bagus simpel
sangat membantu,5,shopeepay,sangat bantu
apk yg bisa di percaya,5,shopeepay,percaya
ya oke,5,shopeepay,
"saya merasa tertipu oleh ShopeePay later. Ada 3 session, tagihan bulan juli sekitar 555.197 dalam shopeePay later saya dan itu saya gak pernah langganan, bingung cara komplainnya kemana, aku tdk ikhlas. Eh ada lagi tagihan dari aplikasi shopeePay later des 25 atas pembelian aplikasi yg gak pernah aku beli dgn jumlah sekitar 387.657 dan 371.649. Saya gak tau mau ngadu kemana dan pasti itu ribet. jadi saran saya jangan sekali sekali shopeePAY later nya diaktifkan, byk tipunya parah.",1,shopeepay,rasa tipu later session tagih bulan juli later pernah langgan bingung cara komplain ikhlas tagih later atas beli pernah beli jumlah ngadu rumit jadi saran jangan sekali sekali later aktif tipu parah
bagus banget,5,shopeepay,bagus banget
sangat serbaguna terimakasih shopeepay,5,shopeepay,sangat serbaguna terimakasih
bagus bangat.,5,shopeepay,bagus bangat
mantaaab,5,shopeepay,mantaaab
"kalau mau naro iklan kira² laaaaaa. lagi enak enak baca² di wattpad tiba tiba iklan lu muncul muli. padahal gak mencet apa², kalau cuma sekali wajar, ini tiap mau scroll iklan lu muncul mulu BIKIN GAK NYAMAN TAU NGGAK",2,shopeepay,kalau naro iklan kira enak enak baca wattpad tiba tiba iklan muncul muli mencet kalau cuma sekali wajar tiap scrol iklan muncul mulu buat aman
mantap,5,shopeepay,bagus
pylater sy koq di bekukan ya pd hal cixilan.lancar,5,shopeepay,pylater beku cixilanlancar
ini g ada bintang minus y?,1,shopeepay,bintang minus
csnya baikhati,5,shopeepay,csnya baikhati
bagussss bngtttt euyyy,5,shopeepay,bagus bngt
Mantap,5,shopeepay,bagus
"Aplikasi sampah...hati"" sering nyangkut dan kembali uang lama... Aplikasi sampah no 1 gajelas",1,shopeepay,sampahhati sering nyangkut uang lama sampah jelas
jos,5,shopeepay,
"uang top up belum di terima di akun shopee dan shopeepay saya dari tanggal 19 sampai sekarang ,padah dari pengirim sudah berhasil mentransfer ,sudah saya lakukan laporan namun tanggapan sama saja tidak bisa di andalkan",1,shopeepay,uang terima akun shope tanggal sekarang padah kirim hasil transfer laku lapor tanggap sama andal
good,5,shopeepay,good
bagus,4,shopeepay,bagus
2kali pengajuan spinjam gagal Mulu,1,shopeepay,sering aju spinjam gagal mulu
"hati hati buat kalian , jangan top up gede gede di aplikasi shopee/shopeepay .kasian saya top up 1 juta lebih sudah 3 hari sampe sekarang blum masuk cs tidak bisa membatu ,team terkait hanya bisa ngasih waktu estimasi aja ga ada penyelesaian",1,shopeepay,hati hati buat kalian jangan besar besar shopeeshopeepay kasi juta lebih hari sampai sekarang blum masuk customer service batu team kait ngasih waktu estimasi selesai
👍,5,shopeepay,
sangat praktis,5,shopeepay,sangat praktis
niceee,5,shopeepay,nice
pelayanan costumernya jelek,1,shopeepay,layan costumernya jelek
sangat membantu,5,shopeepay,sangat bantu
bagus,5,shopeepay,bagus
apl nya bagus,5,shopeepay,bagus
sangat mudah di gunakan..,5,shopeepay,sangat mudah guna
baru daptar suruh nunggu 10 hari kerja buset jadi kurir ajah harus bisa jinakin naga air laut juga,1,shopeepay,baru daptar suruh tunggu hari kerja buset jadi kurir ajah jinakin naga laut
bgus,5,shopeepay,bagus
I love it,5,shopeepay,love
bagus banget ini,5,shopeepay,bagus banget
lemot banget klo mau di pakai qrys..,1,shopeepay,lot banget pakai qrys
"bagus sekali ,kami suka",5,shopeepay,bagus sekali suka
membantu,5,shopeepay,bantu
"bagus bgt💖,sangat membantu",5,shopeepay,bagus bgtsangat bantu
baik,4,shopeepay,baik
"aplikasinya bugus.. sangat membantu untuk transaksi tapi untuk paylater ya saat di bekukan ,.. untuk pengajuan pemulihan akunya sangat sulit",5,shopeepay,aplikasi bugus sangat bantu transaksi paylater beku aju pulih aku sangat sulit
bagus,4,shopeepay,bagus
"shopee payy terpercaya,, dpt bonus 10rb saat belanja diatas 100rb..",5,shopeepay,shope percaya bonus belanja atas
oke,5,shopeepay,
aplikasi gapok,1,shopeepay,gapok
"selama pakai shopeepay, baru kali ini saya sangat kecewa dengan pelayanan pihak shopee. Sangat tidak masuk akal perangkat yang saya gunakan terdeteksi merupakan perangkat modifikasi. padahal perangkat saya beli langsung diofficial storenya. lapor ke CS shopee 3× melakukan pelaporan, selalu disuruh tunggu 3×24 jam. Tapi hasil akhirnya mendapat jawaban yang sulit untuk dimengerti",1,shopeepay,lama pakai baru sering sangat kecewa layan pihak shope sangat masuk akal perangkat guna deteksi rupa perangkat modifikasi perangkat beli cepat diofficial storenya lapor customer service shope laku lapor selalu suruh tunggu hasil akhir dapat jawab sulit erti
tingkatkan vocer dan gratisan gratisannya,5,shopeepay,tingkat vocer gratis gratis
sesuai bagus,5,shopeepay,sesuai bagus
suka banget transfer gratis ke semua bank,5,shopeepay,suka banget transfer gratis semua bank
apani kok aku gak bisa masuk ke akun shopee aku,1,shopeepay,apani masuk akun shope
Bagus sekali dan membantu transaksi lebih muda,5,shopeepay,bagus sekali bantu transaksi lebih muda
mudah digunakan,4,shopeepay,mudah guna
"ga berword berword sm spay ini,ada batas 25 gratis admin,tarik tunai gratis,banyak voucher,qris sering dpt cashback,ngundang tmn pun dpt saldo dri spay patut di apresiasi spay ini🥰🥰🥰",5,shopeepay,berword berword spay iniada batas gratis admintarik tunai gratisbanyak voucherqris sering cashbackngundang saldo spay patut apresiasi spay
sangat membantu banget aplikasinya serbabisa🥰💐,5,shopeepay,sangat bantu banget aplikasi serbabisa
mudah2an aplikasi ini maksimal,5,shopeepay,mudah maksimal
kenapa saya kirim lewat qris tp gk masuk di saldo sedangkan di riwayat transaksi ada dana masuk. tapi dananya tidak masuk ke saldo .,1,shopeepay,kirim lewat qris masuk saldo riwayat transaksi masuk dana masuk saldo
mantap,5,shopeepay,bagus
sangat bagus,5,shopeepay,sangat bagus
makin keren,5,shopeepay,makin keren
"main potong saldo seenaknya, padahal ga ada transaksi apapun. padahal udah pake aplikasi 10 tahun baru kali ini saldo main potong aja. mana cs bilang ga bisa kembalikan saldo. pdhl kesalahan di sistem kalin. 😡😡😡",1,shopeepay,main potong saldo enak transaksi apa pakai tahun baru sering saldo main potong customer service bilang kembali saldo pdhl salah sistem kalin
sangat bagus dan menguntungakn dan memudahkan,5,shopeepay,sangat bagus menguntungakn mudah
oke,5,shopeepay,
aplikasinya keren dan baguss,5,shopeepay,aplikasi keren bagus
"Tolong hapuskan fitur verifikasi muka untuk transaksi, cukup verifikasi biometrik saja. karena pembayaran semakin lama.",3,shopeepay,hapus fitur verifikasi muka transaksi cukup verifikasi biometrik bayar makin lama
keren deh,5,shopeepay,keren
good job,5,shopeepay,good
bagus aplikasi ny kalau tidak ada admin ny harus terus di tingkatkan makasih🙏🏻,5,shopeepay,bagus kalau admin terus tingkat makasih
baru mau coba tapi kayanya bagus buat transaksi,5,shopeepay,baru coba kaya bagus buat transaksi
nice,5,shopeepay,nice
Bagus,5,shopeepay,bagus
aplikasi pay yg amanah,5,shopeepay,amanah
"Akun merchant shopeepay tiba tiba dinonaktifkan tanpa pemberitahuan, padahal ada dana 7 juta yang belum di cairkan. sekarang dananya tidak bisa ditarik. kalo masalah saya sudah selesai baru saya ubah bintangnya.",4,shopeepay,akun merchant tiba tiba nonaktif berita juta cair sekarang dana tarik kalo masalah selesai baru ubah bintang
disduruh daftar trs,3,shopeepay,disduruh daftar
ShopeePay oke sangat mbantu buat transaksi,5,shopeepay,sangat mbantu buat transaksi
mantap,5,shopeepay,bagus
tidak bisa login dengan no telp,1,shopeepay,login telp
Aplikasi yg sagkat luar biasa,5,shopeepay,sagkat luar biasa
login ulang aja ribet amat perbaiki tu apk jangan iklan gaguna doang lu banyakin,1,shopeepay,login ulang rumit baik jangan iklan gaguna doang banyak
"selama pengalaman aku pakai beberapa aplikasi seperti ini, Shopee yang paling bertanggung jawab terhadap konsumen, soalnya aku pernah kejadian salah antar makanan dan aku ngabisin lumayan banyak uang dan mereka tu mau bersedia gantiin semua uangnya bahkan cs nya fast respon",5,shopeepay,lama alam pakai shope paling tanggung jawab konsumen soal pernah jadi salah antar makan ngabisin lumayan banyak uang sedia gantiin semua uang bahkan customer service fast respon
mantap,5,shopeepay,bagus
"hari ini Minggu tgl 21-12-2025,saya menguninstal/hapus aplikasi shopeepay.dan saya tidak memerlukannya lagi,tolong hapus data saya,karena akun saya sudah di hapus,dan aplikasi sudah di uninstal,terimakasih",2,shopeepay,hari minggu menguninstalhapus shopeepaydan perlu lagitolong hapus data sayakarena akun hapusdan uninstalterimakasih
bagusss bgttt,5,shopeepay,bagus banget
"hati2 bagi orang2 yg mau pinjam uang di spinjam bunganya sangat mencekek leher sama kayak pinjam ke rentenir lebih2 dari rentenir malah pinjam 29,3 juta cicilan 3,5 juta lebih kali 12 bulan kalo ditotal membayar lebih dari 43 juta...iihh ngeri kali😱😱🫣🫣",1,shopeepay,hati orang pinjam uang spinjam bunga sangat cekek leher sama kayak pinjam rentenir lebih rentenir malah pinjam juta cicil juta lebih sering bulan kalo total bayar lebih jutaiih ngeri sering
Terbaik,5,shopeepay,baik
bagus,5,shopeepay,bagus
"Aku member platinum, tim yang menangani pengembalian barang makin lama makin buruk kinerjanya. Barang yang di kirim palsu / tidak sesuai yang dijual sama yang dikirim tapi sama tim yang menangani si penipu di lindungi tanpa ada mediasi dan pembeli tidak bisa mengajukan pengembalian ulang. Makin lama isinya shopee penipu semua",1,shopeepay,member platinum tangan kembali barang makin lama makin buruk kerja barang kirim palsu sesuai jual sama kirim sama tangan tipu lindung mediasi beli aju kembali ulang makin lama isi shope tipu semua
bgusssss bgttt apk nyaaa sangatttt sukaaaa,5,shopeepay,bagus banget sangat suka
Bagus sangat membantu Costumer untuk berbelanja di shopee dan terpercaya 🫰,5,shopeepay,bagus sangat bantu costumer belanja shope percaya
top,5,shopeepay,
